URL,Last crawled
https://docs.scoopanalytics.com/branches/2.1/guides/best-practices-in-selectingcreating-source-reports,2026-01-18
https://docs.scoopanalytics.com/branches/2.1/guides/asana,2026-01-18
https://docs.scoopanalytics.com/docs/loading-a-spreadsheet-1,2026-01-18
https://docs.scoopanalytics.com/branches/2.1/guides/bulk-data-loading,2026-01-18
https://docs.scoopanalytics.com/branches/2.1/guides/how-to-create-a-presentation,2026-01-18
https://docs.scoopanalytics.com/branches/2.1/guides/periodtime-range-comparisons,2026-01-17
https://docs.scoopanalytics.com/branches/2.1/guides/what-is-scoop,2026-01-17
https://docs.scoopanalytics.com/images/668458fc3431e7005146d425,2026-01-16
https://docs.scoopanalytics.com/branches/2.1/guides/process-analysis,2026-01-16
https://docs.scoopanalytics.com/branches/2.1/guides/blending-two-datasets,2026-01-16
https://docs.scoopanalytics.com/branches/2.1/guides/understanding-scoop-ai,2026-01-16
https://docs.scoopanalytics.com/branches/2.1/guides/using-scoop-in-channels,2026-01-16
https://docs.scoopanalytics.com/branches/2.1/guides/woocommerce,2026-01-16
https://docs.scoopanalytics.com/branches/2.1/guides/connect-your-data,2026-01-16
https://docs.scoopanalytics.com/branches/2.1/guides/bring-your-own-key-byok,2026-01-16
https://docs.scoopanalytics.com/branches/2.1/guides/automatically-filling-out-a-presentation-table,2026-01-15
https://docs.scoopanalytics.com/branches/2.1/guides/google-analytics,2026-01-15
https://docs.scoopanalytics.com/docs/connecting-to-a-database-1,2026-01-12
https://docs.scoopanalytics.com/docs/level-1-ai-enabled-explorer,2026-01-09
https://docs.scoopanalytics.com/filtering-data,2026-01-08
https://docs.scoopanalytics.com/docs/google-analytics-copy,2026-01-07
https://docs.scoopanalytics.com/docs/automated-snapshotting-of-google-sheets-data-copy,2025-12-29
https://docs.scoopanalytics.com/docs/unlocking-the-power-of-ai-in-scoop-analytics,2025-12-25
https://www.scoopanalytics.com/industry-case-studies/how-media-production-teams-optimized-vendor-procurement-with-ai-driven-data-analysis-dc64d,2025-12-14
https://docs.scoopanalytics.com/connect-your-data/grouped-reports,2025-12-14
https://docs.scoopanalytics.com/sharing-a-canvas,2025-12-13
https://docs.scoopanalytics.com/databases/sql-server,2025-12-10
https://docs.scoopanalytics.com/Canvases/canvas-objects/interactive-charts-and-tables,2025-12-10
https://docs.scoopanalytics.com/docs/creating-kpis/index,2025-12-09
https://docs.scoopanalytics.com/Enterprise Features/crm-writeback,2025-12-09
https://docs.scoopanalytics.com/reprocessing-data,2025-12-09
https://docs.scoopanalytics.com/adding-calculated-columns,2025-12-09
https://docs.scoopanalytics.com/databases/index,2025-12-09
https://docs.scoopanalytics.com/docs/index,2025-12-09
https://docs.scoopanalytics.com/Exploring and Visualizing Data/visual-themes,2025-12-09
https://docs.scoopanalytics.com/canvas-objects/drawing-objects,2025-12-09
https://docs.scoopanalytics.com/Preparing Datasets/dataset-queries,2025-12-08
https://docs.scoopanalytics.com/docs/databases/clickhouse,2025-12-08
https://docs.scoopanalytics.com/Canvases/what-is-a-canvas-and-what-can-it-do,2025-12-08
https://docs.scoopanalytics.com/Canvases/canvas-objects/prompts,2025-12-08
https://docs.scoopanalytics.com/docs/databases/greenplum,2025-12-08
https://docs.scoopanalytics.com/docs/databases/ibm-db2,2025-12-08
https://docs.scoopanalytics.com/docs/databases/vertica,2025-12-08
https://docs.scoopanalytics.com/docs/databases/bigquery,2025-12-08
https://docs.scoopanalytics.com/docs/databases/mysql,2025-12-08
https://docs.scoopanalytics.com/docs/databases/teradata,2025-12-08
https://docs.scoopanalytics.com/docs/databases/redshift,2025-12-08
https://docs.scoopanalytics.com/docs/databases/postgresql,2025-12-08
https://docs.scoopanalytics.com/docs/databases/oracle,2025-12-08
https://docs.scoopanalytics.com/docs/databases/sqlserver,2025-12-08
https://docs.scoopanalytics.com/docs/databases/snowflake,2025-12-08
https://docs.scoopanalytics.com/docs/databases/mariadb,2025-12-08
https://docs.scoopanalytics.com/connect-your-data/blending-two-datasets,2025-12-08
https://docs.scoopanalytics.com/importing-a-powerpoint-or-slides-presentation/ai-generated-color-themes,2025-12-08
https://docs.scoopanalytics.com/connect-your-data/best-practices-in-selecting-creating-source-reports,2025-12-07
https://docs.scoopanalytics.com/connect-your-data/importing-html-reports,2025-12-07
https://docs.scoopanalytics.com/connect-your-data/email-automated-imports,2025-12-06
https://docs.scoopanalytics.com/connect-your-data/snapshot-datasets,2025-12-06
https://docs.scoopanalytics.com/presenting-a-canvas,2025-12-06
https://docs.scoopanalytics.com/what-is-a-canvas-and-what-can-it-do,2025-12-06
https://www.scoopanalytics.com/blog/why-traders-should-pay-attention-to-earthquakes-occurring-in-japan/?utm_content=buffer98515&utm_medium=social&utm_source=linkedin.com&utm_campaign=buffer,2025-12-02
https://docs.scoopanalytics.com/docs/ai-presentations/index.md,2025-11-30
https://docs.scoopanalytics.com/docs/docs,2025-11-29
https://docs.scoopanalytics.com/docs/win-loss-investigation.md,2025-11-28
https://docs.scoopanalytics.com/docs/segmentation-investigation.md,2025-11-27
https://docs.scoopanalytics.com/docs/revenue-investigation.md,2025-11-27
https://www.scoopanalytics.com/blog/segment-and-cluster-discovery-your-ai-data-scientists-first-superpower-2,2025-11-23
http://www.scoopanalytics.com/blog/segment-and-cluster-discovery-your-ai-data-scientists-first-superpower-2,2025-11-23
https://www.scoopanalytics.com/analysis-pages/competitive-analysis,2025-11-20
https://www.scoopanalytics.com/industry-case-studies/how-saas-sales-teams-optimized-pipeline-conversion-with-ai-driven-data-analysis-3b351,2025-11-14
https://www.scoopanalytics.com/static-html-test,2025-11-14
https://www.scoopanalytics.com/competitors/snowflake-cortex-vs-tableau-pulse-vs-scoop,2025-11-12
https://docs.scoopanalytics.com/docs/scoop-quickstart-guide,2025-11-09
https://www.scoopanalytics.com/analysis-pages/empowerment-framework,2025-11-09
"https://docs.scoopanalytics.com/Scoop for 
Slack/scoop-for-slack/understanding-scoop-ai.md",2025-11-03
https://docs.scoopanalytics.com/docs/concepts,2025-11-03
https://www.scoopanalytics.com/book-a-demo,2025-11-02
https://www.scoopanalytics.com/quick-reads,2025-10-30
https://www.scoopanalytics.com/competitors/link,2025-10-26
https://www.scoopanalytics.com/competitors/tellius-vs-zenlytic-vs-scoop,2025-10-25
"https://docs.scoopanalytics.com/Scoop for 
Slack/scoop-for-slack/machine-learning-analytics.md",2025-10-25
"https://docs.scoopanalytics.com/Scoop for 
Slack/scoop-for-slack/enterprise-slack-sharing.md",2025-10-24
"https://docs.scoopanalytics.com/Enterprise 
Features/bring-your-own-key-byok.md",2025-10-22
https://www.scoopanalytics.com/recipes/how-ecommerce-electronics-teams-optimized-laptop-sales-strategy-with-ai-driven-data-analysis,2025-10-21
https://www.scoopanalytics.com/competitors/${comp.slug},2025-10-11
https://www.scoopanalytics.com/our-solutions,2025-10-09
https://www.scoopanalytics.com/type-of-companies,2025-10-09
https://www.scoopanalytics.com/competitors/sisense-vs-thoughtspot-vs-scoop,2025-10-08
https://www.scoopanalytics.com/industry-case-studies/how-wine-producers-optimized-product-segmentation-with-ai-driven-data-analysis-664ab,2025-10-07
https://www.scoopanalytics.com/competitors/tellius-vs-thoughtspot-vs-scoop,2025-10-07
https://www.scoopanalytics.com/solutions,2025-10-06
https://www.scoopanalytics.com/ai,2025-10-06
https://www.scoopanalytics.com/industry-case-studies,2025-10-05
https://www.scoopanalytics.com/analysis-pages,2025-10-05
https://www.scoopanalytics.com/book-demo,2025-10-05
https://www.scoopanalytics.com/deep-dives,2025-10-03
https://www.scoopanalytics.com/kpi-library,2025-10-03
https://www.scoopanalytics.com/watch?v,2025-10-03
https://www.scoopanalytics.com/embed/,2025-10-01
https://www.scoopanalytics.com/blog-category/,2025-09-28
https://www.scoopanalytics.com/industry-case-studies/how-property-management-teams-optimized-expense-tracking-with-ai-driven-data-analysis-0bf85,2025-09-23
https://www.scoopanalytics.com/features,2025-09-20
https://www.scoopanalytics.com/schedule-demo,2025-09-19
https://www.scoopanalytics.com/free-trial,2025-09-18
https://docs.scoopanalytics.com/docs/start-guide/meet-your-ai-data-analyst,2025-09-18
https://docs.scoopanalytics.com/docs/start-guide/investigation-patterns,2025-09-13
https://docs.scoopanalytics.com/docs/start-guide/the-power-of-why,2025-09-11
https://scoopanalytics.com/reset-password,2025-09-01
https://www.scoopanalytics.com/recipes/how-specialty-fashion-brands-optimized-product-positioning-and-revenue-growth-with-ai-driven-data-analysis,2025-08-26
https://docs.scoopanalytics.com/docs/uploading-a-single-report,2025-08-25
https://www.scoopanalytics.com/agencies,2025-08-24
https://www.scoopanalytics.com/industry-case-studies/how-professional-networks-optimized-mentorship-engagement-with-ai-driven-data-analysis-c8288,2025-08-15
https://www.scoopanalytics.com/industry-case-studies/how-facilities-management-teams-optimized-security-risk-mitigation-with-ai-driven-data-analysis-df1e8,2025-08-14
https://www.scoopanalytics.com/industry-case-studies/how-healthcare-manufacturing-teams-optimized-performance-and-costs-with-ai-driven-data-analysis-6b74a,2025-08-12
https://www.scoopanalytics.com/solutions/marketingsolution,2025-08-01
https://www.scoopanalytics.com/blog/rtest,2025-07-27
https://www.scoopanalytics.com/marketingsolution,2025-07-25
